niche_breadth,type
17.21008403,rare
22.68,rare
19.36097561,rare
21.9281768,rare
10.75609756,rare
13.36363636,rare
19.74626866,rare
21,rare
18.99043062,rare
23.4852071,rare
12.92833876,rare
18.29032258,rare
17.64,rare
3.988944724,rare
12.06382979,rare
2.91623806,rare
16.46887967,rare
15.13385827,rare
18.48076923,rare
10.50273224,rare
17.31531532,rare
11.64848485,rare
18.13207547,rare
26.69444444,rare
18.84313725,rare
12.81333333,rare
9.467980296,rare
7.420849421,rare
15.75409836,rare
18.15121951,rare
16.99086758,rare
21.02259887,rare
16.99086758,rare
17.80382775,rare
16.2489083,rare
15.83404255,rare
28.40458015,rare
12.12052117,rare
14.9437751,rare
11.61290323,rare
20.45454545,rare
15.38461538,rare
20.93023256,rare
7.114624506,rare
18.36734694,rare
18.94736842,rare
14.75409836,rare
21.17647059,rare
13.13868613,rare
10.90909091,rare
21.42857143,rare
16.82242991,rare
21.68674699,rare
16.342723,rare
16.9804878,rare
15.75113122,rare
16.9804878,rare
13.03745318,rare
17.85128205,rare
16.342723,rare
21.0969697,rare
19.44692737,rare
17.14778325,rare
21.0969697,rare
13.75889328,rare
15.75113122,rare
9.041558442,rare
8.946808511,rare
14.25423729,rare
17.52083333,rare
14.25423729,rare
12.36764706,rare
21.29113924,rare
19.78823529,rare
16.33009709,rare
14.01666667,rare
16.17307692,rare
22.72972973,rare
16.98989899,rare
14.5,rare
4.312820513,rare
18.48351648,rare
11.44217687,rare
16.98989899,rare
13.78688525,rare
13.90082645,rare
20.51219512,rare
16.32663317,rare
11.98892989,rare
23.04255319,rare
17.95027624,rare
19.69090909,rare
16.66153846,rare
8.901369863,rare
14.18777293,rare
14.06493506,rare
13.26122449,rare
8.950413223,rare
11.98892989,rare
4.192258065,rare
14.93333333,rare
17.23076923,rare
11.87878788,rare
15.22330097,rare
23.75757576,rare
15.68,rare
17.61797753,rare
11.61481481,rare
11.70149254,rare
16.33333333,rare
14.3853211,rare
15.22330097,rare
9.924050633,rare
11.04225352,rare
10.8137931,rare
19.6,rare
20.86206897,rare
16.89944134,rare
11.41509434,rare
14.90147783,rare
16.71270718,rare
11.67953668,rare
18.78881988,rare
17.09039548,rare
12.76371308,rare
20.82857143,rare
13.01785714,rare
17.56626506,rare
15.34736842,rare
14.87755102,rare
15.67741935,rare
15.84782609,rare
16.2,rare
16.75862069,rare
10.96240602,rare
17.02424242,rare
10.06810036,rare
19.92198582,rare
7.530831099,rare
14.11557789,rare
17.02424242,rare
19.37241379,rare
18.85234899,rare
26.25233645,rare
12.59641256,rare
15.69273743,rare
16.82035928,rare
7.695890411,rare
21.125,rare
17.11392405,rare
14.23157895,rare
13.79591837,rare
14.23157895,rare
11.96460177,rare
13.52,rare
12.51851852,rare
11.65517241,rare
12.87619048,rare
9.941176471,rare
16.0952381,rare
14.85714286,rare
19.88235294,rare
10.816,rare
18.27027027,rare
16.28915663,rare
15.19101124,rare
22.91525424,rare
13.38613861,rare
15.90588235,rare
17.78947368,rare
8.894736842,rare
21.14634146,rare
12.56521739,rare
16.78064516,rare
17.69387755,rare
17.93793103,rare
19.55639098,rare
2.932356257,rare
18.71223022,rare
12.32701422,rare
14.69491525,rare
15.76363636,rare
10.7037037,rare
20.1627907,rare
13.47668394,rare
12.81280788,rare
18.93939394,rare
16.66666667,rare
17.6056338,rare
17.6056338,rare
9.615384615,rare
11.16071429,rare
16.66666667,rare
11.57407407,rare
14.04494382,rare
9.842519685,rare
10.96491228,rare
16.66666667,rare
18.65671642,rare
14.20454545,rare
13.56497175,rare
13.56497175,rare
15.10062893,rare
14.37724551,rare
14.20710059,rare
14.91304348,rare
15.29299363,rare
15.49032258,rare
11.48803828,rare
13.56497175,rare
10.13080169,rare
15.49032258,rare
17.02836879,rare
16.55862069,rare
15.49032258,rare
12.31282051,rare
9.060377358,rare
12.31282051,rare
19.84297521,rare
18,rare
22.15384615,rare
16.69565217,rare
12.65934066,rare
18.8852459,rare
16,rare
19.2,rare
19.2,rare
6.898203593,rare
8.470588235,rare
11.21319797,rare
12.07103825,rare
5.054919908,rare
8.032727273,rare
19.54867257,rare
14.82550336,rare
9.995475113,rare
7.643598616,rare
12.91812865,rare
12.91812865,rare
13.55214724,rare
17.672,rare
9.562770563,rare
10.46919431,rare
19.54867257,rare
18.25619835,rare
14.10666667,rare
11.37634409,rare
15.79104478,rare
14.49315068,rare
12.90243902,rare
15.11428571,rare
19.96226415,rare
11.02083333,rare
12.44705882,rare
18.56140351,rare
13.39240506,rare
11.62637363,rare
16.2,rare
16.2,rare
14.56834532,rare
17.01680672,rare
11.57142857,rare
11.57142857,rare
14.7810219,rare
12.1257485,rare
16.68965517,rare
14.02898551,rare
17.92592593,rare
10.52173913,rare
13.08108108,rare
14.23529412,rare
4.913705584,rare
9.87755102,rare
9.68,rare
7.682539683,rare
15.61290323,rare
12.25316456,rare
9.019512195,rare
13.6962963,rare
17.28037383,rare
10.21546961,rare
16.07826087,rare
13.6962963,rare
16.65765766,rare
18.30693069,rare
9.680628272,rare
13.49635036,rare
18.67676768,rare
19.06185567,rare
18.375,rare
15.20689655,rare
14,rare
10.88888889,rare
20.04545455,rare
9.91011236,rare
4.741935484,rare
18.76595745,rare
16.03636364,rare
20.51162791,rare
12.7826087,rare
10.37647059,rare
17.32989691,rare
12.27007299,rare
15.14414414,rare
12.83206107,rare
14.12605042,rare
12.27007299,rare
14.12605042,rare
16.32038835,rare
6.249070632,rare
19.32183908,rare
8.888888889,rare
13.79310345,rare
13.1147541,rare
13.55932203,rare
12.12121212,rare
16.66666667,rare
12.90322581,rare
16,rare
14.28571429,rare
12.5,rare
10.25641026,rare
11.97637795,rare
14.76699029,rare
10.61764706,rare
9.025,rare
14.15686275,rare
16.04444444,rare
11.1300813,rare
9.187919463,rare
13.03809524,rare
17.77922078,rare
15.06976744,rare
20.90322581,rare
8.1,rare
6.967741935,rare
20.08196721,rare
15.62162162,rare
10.14035088,rare
18.45762712,rare
8.187969925,rare
14.14285714,rare
15.05882353,rare
17.65517241,rare
