ID,type,node.degree,relative.degree,Network,Salinity
ASV_50,abundant,2,1.202645821,n6,20.7625
ASV_55,abundant,2,1.202645821,n6,20.7625
ASV_59,abundant,1,0.60132291,n6,20.7625
ASV_62,abundant,1,0.60132291,n6,20.7625
ASV_65,abundant,1,0.60132291,n6,20.7625
ASV_7,abundant,1,0.60132291,n6,20.7625
ASV_71,abundant,2,1.202645821,n6,20.7625
ASV_72,abundant,2,1.202645821,n6,20.7625
ASV_73,abundant,1,0.60132291,n6,20.7625
ASV_75,abundant,1,0.60132291,n6,20.7625
ASV_76,abundant,1,0.60132291,n6,20.7625
ASV_77,abundant,1,0.60132291,n6,20.7625
ASV_78,abundant,1,0.60132291,n6,20.7625
ASV_843,abundant,1,0.60132291,n6,20.7625
ASV_87,abundant,3,1.803968731,n6,20.7625
ASV_91,abundant,1,0.60132291,n6,20.7625
ASV_92,abundant,3,1.803968731,n6,20.7625
ASV_95,abundant,2,1.202645821,n6,20.7625
ASV_96,abundant,1,0.60132291,n6,20.7625
ASV_1039,rare,1,0.60132291,n6,20.7625
ASV_1043,rare,1,0.60132291,n6,20.7625
ASV_1059,rare,1,0.60132291,n6,20.7625
ASV_1171,rare,1,0.60132291,n6,20.7625
ASV_1173,rare,1,0.60132291,n6,20.7625
ASV_1175,rare,1,0.60132291,n6,20.7625
ASV_1220,rare,1,0.60132291,n6,20.7625
ASV_1235,rare,1,0.60132291,n6,20.7625
ASV_1265,rare,1,0.60132291,n6,20.7625
ASV_1274,rare,1,0.60132291,n6,20.7625
ASV_1309,rare,1,0.60132291,n6,20.7625
ASV_1342,rare,1,0.60132291,n6,20.7625
ASV_1346,rare,1,0.60132291,n6,20.7625
ASV_1391,rare,2,1.202645821,n6,20.7625
ASV_1467,rare,1,0.60132291,n6,20.7625
ASV_1520,rare,1,0.60132291,n6,20.7625
ASV_1607,rare,1,0.60132291,n6,20.7625
ASV_1613,rare,1,0.60132291,n6,20.7625
ASV_1690,rare,2,1.202645821,n6,20.7625
ASV_1788,rare,1,0.60132291,n6,20.7625
ASV_1818,rare,2,1.202645821,n6,20.7625
ASV_1915,rare,1,0.60132291,n6,20.7625
ASV_1944,rare,1,0.60132291,n6,20.7625
ASV_1981,rare,1,0.60132291,n6,20.7625
ASV_2098,rare,7,4.209260373,n6,20.7625
ASV_2182,rare,1,0.60132291,n6,20.7625
ASV_2304,rare,1,0.60132291,n6,20.7625
ASV_2357,rare,1,0.60132291,n6,20.7625
ASV_2453,rare,2,1.202645821,n6,20.7625
ASV_2681,rare,1,0.60132291,n6,20.7625
ASV_2889,rare,1,0.60132291,n6,20.7625
ASV_2994,rare,2,1.202645821,n6,20.7625
ASV_961,rare,1,0.60132291,n6,20.7625
