,Difference,Network,Salinity
9948,1.401273886,n1,0.81375
9949,1.656050956,n1,0.81375
9950,1.910828026,n1,0.81375
9951,1.656050956,n1,0.81375
9952,1.910828026,n1,0.81375
9953,2.038216561,n1,0.81375
9954,2.038216561,n1,0.81375
9955,2.038216561,n1,0.81375
9956,1.910828026,n1,0.81375
9957,1.783439491,n1,0.81375
9958,1.528662421,n1,0.81375
9959,1.910828026,n1,0.81375
9960,-1.78343949,n1,0.81375
9961,-1.146496815,n1,0.81375
9962,2.038216561,n1,0.81375
9963,1.783439491,n1,0.81375
9964,1.783439491,n1,0.81375
9965,2.038216561,n1,0.81375
9966,1.910828026,n1,0.81375
9967,2.038216561,n1,0.81375
9968,1.146496816,n1,0.81375
9969,1.910828026,n1,0.81375
9970,1.783439491,n1,0.81375
9971,1.656050956,n1,0.81375
9972,1.910828026,n1,0.81375
9973,1.910828026,n1,0.81375
9974,2.038216561,n1,0.81375
9975,1.910828026,n1,0.81375
9976,2.038216561,n1,0.81375
9977,2.038216561,n1,0.81375
9978,2.038216561,n1,0.81375
9979,2.038216561,n1,0.81375
9980,1.401273886,n1,0.81375
9981,2.038216561,n1,0.81375
9982,2.038216561,n1,0.81375
9983,1.910828026,n1,0.81375
9984,1.019108281,n1,0.81375
9985,1.656050956,n1,0.81375
9986,2.038216561,n1,0.81375
9987,2.038216561,n1,0.81375
9988,2.038216561,n1,0.81375
9989,2.038216561,n1,0.81375
9990,1.910828026,n1,0.81375
9991,0.127388535,n1,0.81375
9992,0.127388535,n1,0.81375
9993,0,n1,0.81375
9994,-0.382165605,n1,0.81375
9995,0.127388535,n1,0.81375
9996,0.127388535,n1,0.81375
9997,0.127388535,n1,0.81375
9998,-0.25477707,n1,0.81375
9999,0.127388535,n1,0.81375
10000,-0.382165605,n1,0.81375
10001,0.127388535,n1,0.81375
10002,0.127388535,n1,0.81375
10003,0.127388535,n1,0.81375
10004,0.127388535,n1,0.81375
10005,0.127388535,n1,0.81375
10006,-1.01910828,n1,0.81375
10007,-0.25477707,n1,0.81375
10008,0.127388535,n1,0.81375
10009,0,n1,0.81375
10010,-0.25477707,n1,0.81375
10011,-0.382165605,n1,0.81375
10012,0.127388535,n1,0.81375
10013,-0.127388535,n1,0.81375
10014,0.127388535,n1,0.81375
10015,0.127388535,n1,0.81375
10016,0.127388535,n1,0.81375
10017,0,n1,0.81375
10018,0.127388535,n1,0.81375
10019,0,n1,0.81375
10020,0,n1,0.81375
10021,0.127388535,n1,0.81375
10022,-0.127388535,n1,0.81375
10023,0.127388535,n1,0.81375
10024,-0.382165605,n1,0.81375
10025,0,n1,0.81375
10026,0,n1,0.81375
10027,-0.127388535,n1,0.81375
10028,0.127388535,n1,0.81375
10029,0,n1,0.81375
10030,0.127388535,n1,0.81375
10031,-0.76433121,n1,0.81375
10032,0,n1,0.81375
10033,0.127388535,n1,0.81375
10034,-0.25477707,n1,0.81375
10035,0.127388535,n1,0.81375
10036,0.127388535,n1,0.81375
10037,-0.127388535,n1,0.81375
10038,-0.50955414,n1,0.81375
10039,-0.25477707,n1,0.81375
10040,0,n1,0.81375
10041,-0.25477707,n1,0.81375
10042,0,n1,0.81375
10043,0.127388535,n1,0.81375
10044,0.127388535,n1,0.81375
10045,0.127388535,n1,0.81375
10046,0,n1,0.81375
10047,-0.127388535,n1,0.81375
10048,-0.382165605,n1,0.81375
10049,0,n1,0.81375
10050,-3.694267516,n1,0.81375
10051,-3.057324841,n1,0.81375
10052,0.127388535,n1,0.81375
10053,-0.127388535,n1,0.81375
10054,-0.127388535,n1,0.81375
10055,0.127388535,n1,0.81375
10056,0,n1,0.81375
10057,0.127388535,n1,0.81375
10058,-0.76433121,n1,0.81375
10059,0,n1,0.81375
10060,-0.127388535,n1,0.81375
10061,-0.25477707,n1,0.81375
10062,0,n1,0.81375
10063,0,n1,0.81375
10064,0.127388535,n1,0.81375
10065,0,n1,0.81375
10066,0.127388535,n1,0.81375
10067,0.127388535,n1,0.81375
10068,0.127388535,n1,0.81375
10069,0.127388535,n1,0.81375
10070,-0.50955414,n1,0.81375
10071,0.127388535,n1,0.81375
10072,0.127388535,n1,0.81375
10073,0,n1,0.81375
10074,-0.891719745,n1,0.81375
10075,-0.25477707,n1,0.81375
10076,0.127388535,n1,0.81375
10077,0.127388535,n1,0.81375
10078,0.127388535,n1,0.81375
10079,0.127388535,n1,0.81375
10080,0,n1,0.81375
10081,2.929936306,n1,0.81375
10082,2.929936306,n1,0.81375
10083,2.802547771,n1,0.81375
10084,2.420382166,n1,0.81375
10085,2.929936306,n1,0.81375
10086,2.929936306,n1,0.81375
10087,2.929936306,n1,0.81375
10088,2.547770701,n1,0.81375
10089,2.929936306,n1,0.81375
10090,2.420382166,n1,0.81375
10091,2.929936306,n1,0.81375
10092,2.929936306,n1,0.81375
10093,2.929936306,n1,0.81375
10094,2.929936306,n1,0.81375
10095,2.929936306,n1,0.81375
10096,1.783439491,n1,0.81375
10097,2.547770701,n1,0.81375
10098,2.929936306,n1,0.81375
10099,2.802547771,n1,0.81375
10100,2.547770701,n1,0.81375
10101,2.420382166,n1,0.81375
10102,2.929936306,n1,0.81375
10103,2.675159236,n1,0.81375
10104,2.929936306,n1,0.81375
10105,2.929936306,n1,0.81375
10106,2.929936306,n1,0.81375
10107,2.802547771,n1,0.81375
10108,2.929936306,n1,0.81375
10109,2.802547771,n1,0.81375
10110,2.802547771,n1,0.81375
10111,2.929936306,n1,0.81375
10112,2.675159236,n1,0.81375
10113,2.929936306,n1,0.81375
10114,2.420382166,n1,0.81375
10115,2.802547771,n1,0.81375
10116,2.802547771,n1,0.81375
10117,2.675159236,n1,0.81375
10118,2.929936306,n1,0.81375
10119,2.802547771,n1,0.81375
10120,2.929936306,n1,0.81375
10121,2.038216561,n1,0.81375
10122,2.802547771,n1,0.81375
10123,2.929936306,n1,0.81375
10124,2.547770701,n1,0.81375
10125,2.929936306,n1,0.81375
10126,2.929936306,n1,0.81375
10127,2.675159236,n1,0.81375
10128,2.292993631,n1,0.81375
10129,2.547770701,n1,0.81375
10130,2.802547771,n1,0.81375
10131,2.547770701,n1,0.81375
10132,2.802547771,n1,0.81375
10133,2.929936306,n1,0.81375
10134,2.929936306,n1,0.81375
10135,2.929936306,n1,0.81375
10136,2.802547771,n1,0.81375
10137,2.675159236,n1,0.81375
10138,2.420382166,n1,0.81375
10139,2.802547771,n1,0.81375
10140,-0.891719745,n1,0.81375
10141,-0.25477707,n1,0.81375
10142,2.929936306,n1,0.81375
10143,2.675159236,n1,0.81375
10144,2.675159236,n1,0.81375
10145,2.929936306,n1,0.81375
10146,2.802547771,n1,0.81375
10147,2.929936306,n1,0.81375
10148,2.038216561,n1,0.81375
10149,2.802547771,n1,0.81375
10150,2.675159236,n1,0.81375
10151,2.547770701,n1,0.81375
10152,2.802547771,n1,0.81375
10153,2.802547771,n1,0.81375
10154,2.929936306,n1,0.81375
10155,2.802547771,n1,0.81375
10156,2.929936306,n1,0.81375
10157,2.929936306,n1,0.81375
10158,2.929936306,n1,0.81375
10159,2.929936306,n1,0.81375
10160,2.292993631,n1,0.81375
10161,2.929936306,n1,0.81375
10162,2.929936306,n1,0.81375
10163,2.802547771,n1,0.81375
10164,1.910828026,n1,0.81375
10165,2.547770701,n1,0.81375
10166,2.929936306,n1,0.81375
10167,2.929936306,n1,0.81375
10168,2.929936306,n1,0.81375
10169,2.929936306,n1,0.81375
10170,2.802547771,n1,0.81375
10171,0.76433121,n1,0.81375
10172,0.76433121,n1,0.81375
10173,0.636942675,n1,0.81375
10174,0.25477707,n1,0.81375
10175,0.76433121,n1,0.81375
10176,0.76433121,n1,0.81375
10177,0.76433121,n1,0.81375
10178,0.382165605,n1,0.81375
10179,0.76433121,n1,0.81375
10180,0.25477707,n1,0.81375
10181,0.76433121,n1,0.81375
10182,0.76433121,n1,0.81375
10183,0.76433121,n1,0.81375
10184,0.76433121,n1,0.81375
10185,0.76433121,n1,0.81375
10186,-0.382165605,n1,0.81375
10187,0.382165605,n1,0.81375
10188,0.76433121,n1,0.81375
10189,0.636942675,n1,0.81375
10190,0.382165605,n1,0.81375
10191,0.25477707,n1,0.81375
10192,0.76433121,n1,0.81375
10193,0.50955414,n1,0.81375
10194,0.76433121,n1,0.81375
10195,0.76433121,n1,0.81375
10196,0.76433121,n1,0.81375
10197,0.636942675,n1,0.81375
10198,0.76433121,n1,0.81375
10199,0.636942675,n1,0.81375
10200,0.636942675,n1,0.81375
10201,0.76433121,n1,0.81375
10202,0.50955414,n1,0.81375
10203,0.76433121,n1,0.81375
10204,0.25477707,n1,0.81375
10205,0.636942675,n1,0.81375
10206,0.636942675,n1,0.81375
10207,0.50955414,n1,0.81375
10208,0.76433121,n1,0.81375
10209,0.636942675,n1,0.81375
10210,0.76433121,n1,0.81375
10211,-0.127388535,n1,0.81375
10212,0.636942675,n1,0.81375
10213,0.76433121,n1,0.81375
10214,0.382165605,n1,0.81375
10215,0.76433121,n1,0.81375
10216,0.76433121,n1,0.81375
10217,0.50955414,n1,0.81375
10218,0.127388535,n1,0.81375
10219,0.382165605,n1,0.81375
10220,0.636942675,n1,0.81375
10221,0.382165605,n1,0.81375
10222,0.636942675,n1,0.81375
10223,0.76433121,n1,0.81375
10224,0.76433121,n1,0.81375
10225,0.76433121,n1,0.81375
10226,0.636942675,n1,0.81375
10227,0.50955414,n1,0.81375
10228,0.25477707,n1,0.81375
10229,0.636942675,n1,0.81375
10230,-3.057324841,n1,0.81375
10231,-2.420382166,n1,0.81375
10232,0.76433121,n1,0.81375
10233,0.50955414,n1,0.81375
10234,0.50955414,n1,0.81375
10235,0.76433121,n1,0.81375
10236,0.636942675,n1,0.81375
10237,0.76433121,n1,0.81375
10238,-0.127388535,n1,0.81375
10239,0.636942675,n1,0.81375
10240,0.50955414,n1,0.81375
10241,0.382165605,n1,0.81375
10242,0.636942675,n1,0.81375
10243,0.636942675,n1,0.81375
10244,0.76433121,n1,0.81375
10245,0.636942675,n1,0.81375
10246,0.76433121,n1,0.81375
10247,0.76433121,n1,0.81375
10248,0.76433121,n1,0.81375
10249,0.76433121,n1,0.81375
10250,0.127388535,n1,0.81375
10251,0.76433121,n1,0.81375
10252,0.76433121,n1,0.81375
10253,0.636942675,n1,0.81375
10254,-0.25477707,n1,0.81375
10255,0.382165605,n1,0.81375
10256,0.76433121,n1,0.81375
10257,0.76433121,n1,0.81375
10258,0.76433121,n1,0.81375
10259,0.76433121,n1,0.81375
10260,0.636942675,n1,0.81375
10261,0.382165605,n1,0.81375
10262,0.382165605,n1,0.81375
10263,0.25477707,n1,0.81375
10264,-0.127388535,n1,0.81375
10265,0.382165605,n1,0.81375
10266,0.382165605,n1,0.81375
10267,0.382165605,n1,0.81375
10268,0,n1,0.81375
10269,0.382165605,n1,0.81375
10270,-0.127388535,n1,0.81375
10271,0.382165605,n1,0.81375
10272,0.382165605,n1,0.81375
10273,0.382165605,n1,0.81375
10274,0.382165605,n1,0.81375
10275,0.382165605,n1,0.81375
10276,-0.76433121,n1,0.81375
10277,0,n1,0.81375
10278,0.382165605,n1,0.81375
10279,0.25477707,n1,0.81375
10280,0,n1,0.81375
10281,-0.127388535,n1,0.81375
10282,0.382165605,n1,0.81375
10283,0.127388535,n1,0.81375
10284,0.382165605,n1,0.81375
10285,0.382165605,n1,0.81375
10286,0.382165605,n1,0.81375
10287,0.25477707,n1,0.81375
10288,0.382165605,n1,0.81375
10289,0.25477707,n1,0.81375
10290,0.25477707,n1,0.81375
10291,0.382165605,n1,0.81375
10292,0.127388535,n1,0.81375
10293,0.382165605,n1,0.81375
10294,-0.127388535,n1,0.81375
10295,0.25477707,n1,0.81375
10296,0.25477707,n1,0.81375
10297,0.127388535,n1,0.81375
10298,0.382165605,n1,0.81375
10299,0.25477707,n1,0.81375
10300,0.382165605,n1,0.81375
10301,-0.50955414,n1,0.81375
10302,0.25477707,n1,0.81375
10303,0.382165605,n1,0.81375
10304,0,n1,0.81375
10305,0.382165605,n1,0.81375
10306,0.382165605,n1,0.81375
10307,0.127388535,n1,0.81375
10308,-0.25477707,n1,0.81375
10309,0,n1,0.81375
10310,0.25477707,n1,0.81375
10311,0,n1,0.81375
10312,0.25477707,n1,0.81375
10313,0.382165605,n1,0.81375
10314,0.382165605,n1,0.81375
10315,0.382165605,n1,0.81375
10316,0.25477707,n1,0.81375
10317,0.127388535,n1,0.81375
10318,-0.127388535,n1,0.81375
10319,0.25477707,n1,0.81375
10320,-3.439490446,n1,0.81375
10321,-2.802547771,n1,0.81375
10322,0.382165605,n1,0.81375
10323,0.127388535,n1,0.81375
10324,0.127388535,n1,0.81375
10325,0.382165605,n1,0.81375
10326,0.25477707,n1,0.81375
10327,0.382165605,n1,0.81375
10328,-0.50955414,n1,0.81375
10329,0.25477707,n1,0.81375
10330,0.127388535,n1,0.81375
10331,0,n1,0.81375
10332,0.25477707,n1,0.81375
10333,0.25477707,n1,0.81375
10334,0.382165605,n1,0.81375
10335,0.25477707,n1,0.81375
10336,0.382165605,n1,0.81375
10337,0.382165605,n1,0.81375
10338,0.382165605,n1,0.81375
10339,0.382165605,n1,0.81375
10340,-0.25477707,n1,0.81375
10341,0.382165605,n1,0.81375
10342,0.382165605,n1,0.81375
10343,0.25477707,n1,0.81375
10344,-0.636942675,n1,0.81375
10345,0,n1,0.81375
10346,0.382165605,n1,0.81375
10347,0.382165605,n1,0.81375
10348,0.382165605,n1,0.81375
10349,0.382165605,n1,0.81375
10350,0.25477707,n1,0.81375
10351,4.585987261,n1,0.81375
10352,4.585987261,n1,0.81375
10353,4.458598726,n1,0.81375
10354,4.076433121,n1,0.81375
10355,4.585987261,n1,0.81375
10356,4.585987261,n1,0.81375
10357,4.585987261,n1,0.81375
10358,4.203821656,n1,0.81375
10359,4.585987261,n1,0.81375
10360,4.076433121,n1,0.81375
10361,4.585987261,n1,0.81375
10362,4.585987261,n1,0.81375
10363,4.585987261,n1,0.81375
10364,4.585987261,n1,0.81375
10365,4.585987261,n1,0.81375
10366,3.439490446,n1,0.81375
10367,4.203821656,n1,0.81375
10368,4.585987261,n1,0.81375
10369,4.458598726,n1,0.81375
10370,4.203821656,n1,0.81375
10371,4.076433121,n1,0.81375
10372,4.585987261,n1,0.81375
10373,4.331210191,n1,0.81375
10374,4.585987261,n1,0.81375
10375,4.585987261,n1,0.81375
10376,4.585987261,n1,0.81375
10377,4.458598726,n1,0.81375
10378,4.585987261,n1,0.81375
10379,4.458598726,n1,0.81375
10380,4.458598726,n1,0.81375
10381,4.585987261,n1,0.81375
10382,4.331210191,n1,0.81375
10383,4.585987261,n1,0.81375
10384,4.076433121,n1,0.81375
10385,4.458598726,n1,0.81375
10386,4.458598726,n1,0.81375
10387,4.331210191,n1,0.81375
10388,4.585987261,n1,0.81375
10389,4.458598726,n1,0.81375
10390,4.585987261,n1,0.81375
10391,3.694267516,n1,0.81375
10392,4.458598726,n1,0.81375
10393,4.585987261,n1,0.81375
10394,4.203821656,n1,0.81375
10395,4.585987261,n1,0.81375
10396,4.585987261,n1,0.81375
10397,4.331210191,n1,0.81375
10398,3.949044586,n1,0.81375
10399,4.203821656,n1,0.81375
10400,4.458598726,n1,0.81375
10401,4.203821656,n1,0.81375
10402,4.458598726,n1,0.81375
10403,4.585987261,n1,0.81375
10404,4.585987261,n1,0.81375
10405,4.585987261,n1,0.81375
10406,4.458598726,n1,0.81375
10407,4.331210191,n1,0.81375
10408,4.076433121,n1,0.81375
10409,4.458598726,n1,0.81375
10410,0.76433121,n1,0.81375
10411,1.401273885,n1,0.81375
10412,4.585987261,n1,0.81375
10413,4.331210191,n1,0.81375
10414,4.331210191,n1,0.81375
10415,4.585987261,n1,0.81375
10416,4.458598726,n1,0.81375
10417,4.585987261,n1,0.81375
10418,3.694267516,n1,0.81375
10419,4.458598726,n1,0.81375
10420,4.331210191,n1,0.81375
10421,4.203821656,n1,0.81375
10422,4.458598726,n1,0.81375
10423,4.458598726,n1,0.81375
10424,4.585987261,n1,0.81375
10425,4.458598726,n1,0.81375
10426,4.585987261,n1,0.81375
10427,4.585987261,n1,0.81375
10428,4.585987261,n1,0.81375
10429,4.585987261,n1,0.81375
10430,3.949044586,n1,0.81375
10431,4.585987261,n1,0.81375
10432,4.585987261,n1,0.81375
10433,4.458598726,n1,0.81375
10434,3.566878981,n1,0.81375
10435,4.203821656,n1,0.81375
10436,4.585987261,n1,0.81375
10437,4.585987261,n1,0.81375
10438,4.585987261,n1,0.81375
10439,4.585987261,n1,0.81375
10440,4.458598726,n1,0.81375
10441,0.891719745,n1,0.81375
10442,0.891719745,n1,0.81375
10443,0.76433121,n1,0.81375
10444,0.382165605,n1,0.81375
10445,0.891719745,n1,0.81375
10446,0.891719745,n1,0.81375
10447,0.891719745,n1,0.81375
10448,0.50955414,n1,0.81375
10449,0.891719745,n1,0.81375
10450,0.382165605,n1,0.81375
10451,0.891719745,n1,0.81375
10452,0.891719745,n1,0.81375
10453,0.891719745,n1,0.81375
10454,0.891719745,n1,0.81375
10455,0.891719745,n1,0.81375
10456,-0.25477707,n1,0.81375
10457,0.50955414,n1,0.81375
10458,0.891719745,n1,0.81375
10459,0.76433121,n1,0.81375
10460,0.50955414,n1,0.81375
10461,0.382165605,n1,0.81375
10462,0.891719745,n1,0.81375
10463,0.636942675,n1,0.81375
10464,0.891719745,n1,0.81375
10465,0.891719745,n1,0.81375
10466,0.891719745,n1,0.81375
10467,0.76433121,n1,0.81375
10468,0.891719745,n1,0.81375
10469,0.76433121,n1,0.81375
10470,0.76433121,n1,0.81375
10471,0.891719745,n1,0.81375
10472,0.636942675,n1,0.81375
10473,0.891719745,n1,0.81375
10474,0.382165605,n1,0.81375
10475,0.76433121,n1,0.81375
10476,0.76433121,n1,0.81375
10477,0.636942675,n1,0.81375
10478,0.891719745,n1,0.81375
10479,0.76433121,n1,0.81375
10480,0.891719745,n1,0.81375
10481,0,n1,0.81375
10482,0.76433121,n1,0.81375
10483,0.891719745,n1,0.81375
10484,0.50955414,n1,0.81375
10485,0.891719745,n1,0.81375
10486,0.891719745,n1,0.81375
10487,0.636942675,n1,0.81375
10488,0.25477707,n1,0.81375
10489,0.50955414,n1,0.81375
10490,0.76433121,n1,0.81375
10491,0.50955414,n1,0.81375
10492,0.76433121,n1,0.81375
10493,0.891719745,n1,0.81375
10494,0.891719745,n1,0.81375
10495,0.891719745,n1,0.81375
10496,0.76433121,n1,0.81375
10497,0.636942675,n1,0.81375
10498,0.382165605,n1,0.81375
10499,0.76433121,n1,0.81375
10500,-2.929936306,n1,0.81375
10501,-2.292993631,n1,0.81375
10502,0.891719745,n1,0.81375
10503,0.636942675,n1,0.81375
10504,0.636942675,n1,0.81375
10505,0.891719745,n1,0.81375
10506,0.76433121,n1,0.81375
10507,0.891719745,n1,0.81375
10508,0,n1,0.81375
10509,0.76433121,n1,0.81375
10510,0.636942675,n1,0.81375
10511,0.50955414,n1,0.81375
10512,0.76433121,n1,0.81375
10513,0.76433121,n1,0.81375
10514,0.891719745,n1,0.81375
10515,0.76433121,n1,0.81375
10516,0.891719745,n1,0.81375
10517,0.891719745,n1,0.81375
10518,0.891719745,n1,0.81375
10519,0.891719745,n1,0.81375
10520,0.25477707,n1,0.81375
10521,0.891719745,n1,0.81375
10522,0.891719745,n1,0.81375
10523,0.76433121,n1,0.81375
10524,-0.127388535,n1,0.81375
10525,0.50955414,n1,0.81375
10526,0.891719745,n1,0.81375
10527,0.891719745,n1,0.81375
10528,0.891719745,n1,0.81375
10529,0.891719745,n1,0.81375
10530,0.76433121,n1,0.81375
10531,0,n1,0.81375
10532,0,n1,0.81375
10533,-0.127388535,n1,0.81375
10534,-0.50955414,n1,0.81375
10535,0,n1,0.81375
10536,0,n1,0.81375
10537,0,n1,0.81375
10538,-0.382165605,n1,0.81375
10539,0,n1,0.81375
10540,-0.50955414,n1,0.81375
10541,0,n1,0.81375
10542,0,n1,0.81375
10543,0,n1,0.81375
10544,0,n1,0.81375
10545,0,n1,0.81375
10546,-1.146496815,n1,0.81375
10547,-0.382165605,n1,0.81375
10548,0,n1,0.81375
10549,-0.127388535,n1,0.81375
10550,-0.382165605,n1,0.81375
10551,-0.50955414,n1,0.81375
10552,0,n1,0.81375
10553,-0.25477707,n1,0.81375
10554,0,n1,0.81375
10555,0,n1,0.81375
10556,0,n1,0.81375
10557,-0.127388535,n1,0.81375
10558,0,n1,0.81375
10559,-0.127388535,n1,0.81375
10560,-0.127388535,n1,0.81375
10561,0,n1,0.81375
10562,-0.25477707,n1,0.81375
10563,0,n1,0.81375
10564,-0.50955414,n1,0.81375
10565,-0.127388535,n1,0.81375
10566,-0.127388535,n1,0.81375
10567,-0.25477707,n1,0.81375
10568,0,n1,0.81375
10569,-0.127388535,n1,0.81375
10570,0,n1,0.81375
10571,-0.891719745,n1,0.81375
10572,-0.127388535,n1,0.81375
10573,0,n1,0.81375
10574,-0.382165605,n1,0.81375
10575,0,n1,0.81375
10576,0,n1,0.81375
10577,-0.25477707,n1,0.81375
10578,-0.636942675,n1,0.81375
10579,-0.382165605,n1,0.81375
10580,-0.127388535,n1,0.81375
10581,-0.382165605,n1,0.81375
10582,-0.127388535,n1,0.81375
10583,0,n1,0.81375
10584,0,n1,0.81375
10585,0,n1,0.81375
10586,-0.127388535,n1,0.81375
10587,-0.25477707,n1,0.81375
10588,-0.50955414,n1,0.81375
10589,-0.127388535,n1,0.81375
10590,-3.821656051,n1,0.81375
10591,-3.184713376,n1,0.81375
10592,0,n1,0.81375
10593,-0.25477707,n1,0.81375
10594,-0.25477707,n1,0.81375
10595,0,n1,0.81375
10596,-0.127388535,n1,0.81375
10597,0,n1,0.81375
10598,-0.891719745,n1,0.81375
10599,-0.127388535,n1,0.81375
10600,-0.25477707,n1,0.81375
10601,-0.382165605,n1,0.81375
10602,-0.127388535,n1,0.81375
10603,-0.127388535,n1,0.81375
10604,0,n1,0.81375
10605,-0.127388535,n1,0.81375
10606,0,n1,0.81375
10607,0,n1,0.81375
10608,0,n1,0.81375
10609,0,n1,0.81375
10610,-0.636942675,n1,0.81375
10611,0,n1,0.81375
10612,0,n1,0.81375
10613,-0.127388535,n1,0.81375
10614,-1.01910828,n1,0.81375
10615,-0.382165605,n1,0.81375
10616,0,n1,0.81375
10617,0,n1,0.81375
10618,0,n1,0.81375
10619,0,n1,0.81375
10620,-0.127388535,n1,0.81375
10621,5.222929936,n1,0.81375
10622,5.222929936,n1,0.81375
10623,5.095541401,n1,0.81375
10624,4.713375796,n1,0.81375
10625,5.222929936,n1,0.81375
10626,5.222929936,n1,0.81375
10627,5.222929936,n1,0.81375
10628,4.840764331,n1,0.81375
10629,5.222929936,n1,0.81375
10630,4.713375796,n1,0.81375
10631,5.222929936,n1,0.81375
10632,5.222929936,n1,0.81375
10633,5.222929936,n1,0.81375
10634,5.222929936,n1,0.81375
10635,5.222929936,n1,0.81375
10636,4.076433121,n1,0.81375
10637,4.840764331,n1,0.81375
10638,5.222929936,n1,0.81375
10639,5.095541401,n1,0.81375
10640,4.840764331,n1,0.81375
10641,4.713375796,n1,0.81375
10642,5.222929936,n1,0.81375
10643,4.968152866,n1,0.81375
10644,5.222929936,n1,0.81375
10645,5.222929936,n1,0.81375
10646,5.222929936,n1,0.81375
10647,5.095541401,n1,0.81375
10648,5.222929936,n1,0.81375
10649,5.095541401,n1,0.81375
10650,5.095541401,n1,0.81375
10651,5.222929936,n1,0.81375
10652,4.968152866,n1,0.81375
10653,5.222929936,n1,0.81375
10654,4.713375796,n1,0.81375
10655,5.095541401,n1,0.81375
10656,5.095541401,n1,0.81375
10657,4.968152866,n1,0.81375
10658,5.222929936,n1,0.81375
10659,5.095541401,n1,0.81375
10660,5.222929936,n1,0.81375
10661,4.331210191,n1,0.81375
10662,5.095541401,n1,0.81375
10663,5.222929936,n1,0.81375
10664,4.840764331,n1,0.81375
10665,5.222929936,n1,0.81375
10666,5.222929936,n1,0.81375
10667,4.968152866,n1,0.81375
10668,4.585987261,n1,0.81375
10669,4.840764331,n1,0.81375
10670,5.095541401,n1,0.81375
10671,4.840764331,n1,0.81375
10672,5.095541401,n1,0.81375
10673,5.222929936,n1,0.81375
10674,5.222929936,n1,0.81375
10675,5.222929936,n1,0.81375
10676,5.095541401,n1,0.81375
10677,4.968152866,n1,0.81375
10678,4.713375796,n1,0.81375
10679,5.095541401,n1,0.81375
10680,1.401273885,n1,0.81375
10681,2.03821656,n1,0.81375
10682,5.222929936,n1,0.81375
10683,4.968152866,n1,0.81375
10684,4.968152866,n1,0.81375
10685,5.222929936,n1,0.81375
10686,5.095541401,n1,0.81375
10687,5.222929936,n1,0.81375
10688,4.331210191,n1,0.81375
10689,5.095541401,n1,0.81375
10690,4.968152866,n1,0.81375
10691,4.840764331,n1,0.81375
10692,5.095541401,n1,0.81375
10693,5.095541401,n1,0.81375
10694,5.222929936,n1,0.81375
10695,5.095541401,n1,0.81375
10696,5.222929936,n1,0.81375
10697,5.222929936,n1,0.81375
10698,5.222929936,n1,0.81375
10699,5.222929936,n1,0.81375
10700,4.585987261,n1,0.81375
10701,5.222929936,n1,0.81375
10702,5.222929936,n1,0.81375
10703,5.095541401,n1,0.81375
10704,4.203821656,n1,0.81375
10705,4.840764331,n1,0.81375
10706,5.222929936,n1,0.81375
10707,5.222929936,n1,0.81375
10708,5.222929936,n1,0.81375
10709,5.222929936,n1,0.81375
10710,5.095541401,n1,0.81375
10711,0,n1,0.81375
10712,0,n1,0.81375
10713,-0.127388535,n1,0.81375
10714,-0.50955414,n1,0.81375
10715,0,n1,0.81375
10716,0,n1,0.81375
10717,0,n1,0.81375
10718,-0.382165605,n1,0.81375
10719,0,n1,0.81375
10720,-0.50955414,n1,0.81375
10721,0,n1,0.81375
10722,0,n1,0.81375
10723,0,n1,0.81375
10724,0,n1,0.81375
10725,0,n1,0.81375
10726,-1.146496815,n1,0.81375
10727,-0.382165605,n1,0.81375
10728,0,n1,0.81375
10729,-0.127388535,n1,0.81375
10730,-0.382165605,n1,0.81375
10731,-0.50955414,n1,0.81375
10732,0,n1,0.81375
10733,-0.25477707,n1,0.81375
10734,0,n1,0.81375
10735,0,n1,0.81375
10736,0,n1,0.81375
10737,-0.127388535,n1,0.81375
10738,0,n1,0.81375
10739,-0.127388535,n1,0.81375
10740,-0.127388535,n1,0.81375
10741,0,n1,0.81375
10742,-0.25477707,n1,0.81375
10743,0,n1,0.81375
10744,-0.50955414,n1,0.81375
10745,-0.127388535,n1,0.81375
10746,-0.127388535,n1,0.81375
10747,-0.25477707,n1,0.81375
10748,0,n1,0.81375
10749,-0.127388535,n1,0.81375
10750,0,n1,0.81375
10751,-0.891719745,n1,0.81375
10752,-0.127388535,n1,0.81375
10753,0,n1,0.81375
10754,-0.382165605,n1,0.81375
10755,0,n1,0.81375
10756,0,n1,0.81375
10757,-0.25477707,n1,0.81375
10758,-0.636942675,n1,0.81375
10759,-0.382165605,n1,0.81375
10760,-0.127388535,n1,0.81375
10761,-0.382165605,n1,0.81375
10762,-0.127388535,n1,0.81375
10763,0,n1,0.81375
10764,0,n1,0.81375
10765,0,n1,0.81375
10766,-0.127388535,n1,0.81375
10767,-0.25477707,n1,0.81375
10768,-0.50955414,n1,0.81375
10769,-0.127388535,n1,0.81375
10770,-3.821656051,n1,0.81375
10771,-3.184713376,n1,0.81375
10772,0,n1,0.81375
10773,-0.25477707,n1,0.81375
10774,-0.25477707,n1,0.81375
10775,0,n1,0.81375
10776,-0.127388535,n1,0.81375
10777,0,n1,0.81375
10778,-0.891719745,n1,0.81375
10779,-0.127388535,n1,0.81375
10780,-0.25477707,n1,0.81375
10781,-0.382165605,n1,0.81375
10782,-0.127388535,n1,0.81375
10783,-0.127388535,n1,0.81375
10784,0,n1,0.81375
10785,-0.127388535,n1,0.81375
