,Difference,Network,Salinity
13751,2.002670227,n2,2.14375
13752,1.869158878,n2,2.14375
13753,2.002670227,n2,2.14375
13754,1.335113484,n2,2.14375
13755,1.068090787,n2,2.14375
13756,2.002670227,n2,2.14375
13757,1.335113484,n2,2.14375
13758,2.002670227,n2,2.14375
13759,1.73564753,n2,2.14375
13760,2.002670227,n2,2.14375
13761,2.002670227,n2,2.14375
13762,1.73564753,n2,2.14375
13763,2.002670227,n2,2.14375
13764,1.869158878,n2,2.14375
13765,1.869158878,n2,2.14375
13766,1.73564753,n2,2.14375
13767,2.002670227,n2,2.14375
13768,2.002670227,n2,2.14375
13769,2.002670227,n2,2.14375
13770,1.468624833,n2,2.14375
13771,1.869158878,n2,2.14375
13772,1.468624833,n2,2.14375
13773,2.002670227,n2,2.14375
13774,2.002670227,n2,2.14375
13775,2.002670227,n2,2.14375
13776,1.869158878,n2,2.14375
13777,2.002670227,n2,2.14375
13778,2.002670227,n2,2.14375
13779,1.869158878,n2,2.14375
13780,2.002670227,n2,2.14375
13781,2.002670227,n2,2.14375
13782,2.002670227,n2,2.14375
13783,1.869158878,n2,2.14375
13784,2.002670227,n2,2.14375
13785,2.002670227,n2,2.14375
13786,1.73564753,n2,2.14375
13787,1.869158878,n2,2.14375
13788,2.002670227,n2,2.14375
13789,2.002670227,n2,2.14375
13790,1.869158878,n2,2.14375
13791,1.869158878,n2,2.14375
13792,1.602136181,n2,2.14375
13793,2.002670227,n2,2.14375
13794,1.468624833,n2,2.14375
13795,0,n2,2.14375
13796,-1.201602137,n2,2.14375
13797,-1.869158879,n2,2.14375
13798,0,n2,2.14375
13799,0,n2,2.14375
13800,-0.133511349,n2,2.14375
13801,0,n2,2.14375
13802,-0.667556743,n2,2.14375
13803,-0.93457944,n2,2.14375
13804,0,n2,2.14375
13805,-0.667556743,n2,2.14375
13806,0,n2,2.14375
13807,-0.267022697,n2,2.14375
13808,0,n2,2.14375
13809,0,n2,2.14375
13810,-0.267022697,n2,2.14375
13811,0,n2,2.14375
13812,-0.133511349,n2,2.14375
13813,-0.133511349,n2,2.14375
13814,-0.267022697,n2,2.14375
13815,0,n2,2.14375
13816,0,n2,2.14375
13817,0,n2,2.14375
13818,-0.534045394,n2,2.14375
13819,-0.133511349,n2,2.14375
13820,-0.534045394,n2,2.14375
13821,0,n2,2.14375
13822,0,n2,2.14375
13823,0,n2,2.14375
13824,-0.133511349,n2,2.14375
13825,0,n2,2.14375
13826,0,n2,2.14375
13827,-0.133511349,n2,2.14375
13828,0,n2,2.14375
13829,0,n2,2.14375
13830,0,n2,2.14375
13831,-0.133511349,n2,2.14375
13832,0,n2,2.14375
13833,0,n2,2.14375
13834,-0.267022697,n2,2.14375
13835,-0.133511349,n2,2.14375
13836,0,n2,2.14375
13837,0,n2,2.14375
13838,-0.133511349,n2,2.14375
13839,-0.133511349,n2,2.14375
13840,-0.400534046,n2,2.14375
13841,0,n2,2.14375
13842,-0.534045394,n2,2.14375
13843,2.536715621,n2,2.14375
13844,1.335113484,n2,2.14375
13845,0.667556742,n2,2.14375
13846,2.536715621,n2,2.14375
13847,2.536715621,n2,2.14375
13848,2.403204272,n2,2.14375
13849,2.536715621,n2,2.14375
13850,1.869158878,n2,2.14375
13851,1.602136181,n2,2.14375
13852,2.536715621,n2,2.14375
13853,1.869158878,n2,2.14375
13854,2.536715621,n2,2.14375
13855,2.269692924,n2,2.14375
13856,2.536715621,n2,2.14375
13857,2.536715621,n2,2.14375
13858,2.269692924,n2,2.14375
13859,2.536715621,n2,2.14375
13860,2.403204272,n2,2.14375
13861,2.403204272,n2,2.14375
13862,2.269692924,n2,2.14375
13863,2.536715621,n2,2.14375
13864,2.536715621,n2,2.14375
13865,2.536715621,n2,2.14375
13866,2.002670227,n2,2.14375
13867,2.403204272,n2,2.14375
13868,2.002670227,n2,2.14375
13869,2.536715621,n2,2.14375
13870,2.536715621,n2,2.14375
13871,2.536715621,n2,2.14375
13872,2.403204272,n2,2.14375
13873,2.536715621,n2,2.14375
13874,2.536715621,n2,2.14375
13875,2.403204272,n2,2.14375
13876,2.536715621,n2,2.14375
13877,2.536715621,n2,2.14375
13878,2.536715621,n2,2.14375
13879,2.403204272,n2,2.14375
13880,2.536715621,n2,2.14375
13881,2.536715621,n2,2.14375
13882,2.269692924,n2,2.14375
13883,2.403204272,n2,2.14375
13884,2.536715621,n2,2.14375
13885,2.536715621,n2,2.14375
13886,2.403204272,n2,2.14375
13887,2.403204272,n2,2.14375
13888,2.136181575,n2,2.14375
13889,2.536715621,n2,2.14375
13890,2.002670227,n2,2.14375
13891,0.133511349,n2,2.14375
13892,-1.068090788,n2,2.14375
13893,-1.73564753,n2,2.14375
13894,0.133511349,n2,2.14375
13895,0.133511349,n2,2.14375
13896,0,n2,2.14375
13897,0.133511349,n2,2.14375
13898,-0.534045394,n2,2.14375
13899,-0.801068091,n2,2.14375
13900,0.133511349,n2,2.14375
13901,-0.534045394,n2,2.14375
13902,0.133511349,n2,2.14375
13903,-0.133511348,n2,2.14375
13904,0.133511349,n2,2.14375
13905,0.133511349,n2,2.14375
13906,-0.133511348,n2,2.14375
13907,0.133511349,n2,2.14375
13908,0,n2,2.14375
13909,0,n2,2.14375
13910,-0.133511348,n2,2.14375
13911,0.133511349,n2,2.14375
13912,0.133511349,n2,2.14375
13913,0.133511349,n2,2.14375
13914,-0.400534045,n2,2.14375
13915,0,n2,2.14375
13916,-0.400534045,n2,2.14375
13917,0.133511349,n2,2.14375
13918,0.133511349,n2,2.14375
13919,0.133511349,n2,2.14375
13920,0,n2,2.14375
13921,0.133511349,n2,2.14375
13922,0.133511349,n2,2.14375
13923,0,n2,2.14375
13924,0.133511349,n2,2.14375
13925,0.133511349,n2,2.14375
13926,0.133511349,n2,2.14375
13927,0,n2,2.14375
13928,0.133511349,n2,2.14375
13929,0.133511349,n2,2.14375
13930,-0.133511348,n2,2.14375
13931,0,n2,2.14375
13932,0.133511349,n2,2.14375
13933,0.133511349,n2,2.14375
13934,0,n2,2.14375
13935,0,n2,2.14375
13936,-0.267022697,n2,2.14375
13937,0.133511349,n2,2.14375
13938,-0.400534045,n2,2.14375
13939,1.068090788,n2,2.14375
13940,-0.133511349,n2,2.14375
13941,-0.801068091,n2,2.14375
13942,1.068090788,n2,2.14375
13943,1.068090788,n2,2.14375
13944,0.934579439,n2,2.14375
13945,1.068090788,n2,2.14375
13946,0.400534045,n2,2.14375
13947,0.133511348,n2,2.14375
13948,1.068090788,n2,2.14375
13949,0.400534045,n2,2.14375
13950,1.068090788,n2,2.14375
13951,0.801068091,n2,2.14375
13952,1.068090788,n2,2.14375
13953,1.068090788,n2,2.14375
13954,0.801068091,n2,2.14375
13955,1.068090788,n2,2.14375
13956,0.934579439,n2,2.14375
13957,0.934579439,n2,2.14375
13958,0.801068091,n2,2.14375
13959,1.068090788,n2,2.14375
13960,1.068090788,n2,2.14375
13961,1.068090788,n2,2.14375
13962,0.534045394,n2,2.14375
13963,0.934579439,n2,2.14375
13964,0.534045394,n2,2.14375
13965,1.068090788,n2,2.14375
13966,1.068090788,n2,2.14375
13967,1.068090788,n2,2.14375
13968,0.934579439,n2,2.14375
13969,1.068090788,n2,2.14375
13970,1.068090788,n2,2.14375
13971,0.934579439,n2,2.14375
13972,1.068090788,n2,2.14375
13973,1.068090788,n2,2.14375
13974,1.068090788,n2,2.14375
13975,0.934579439,n2,2.14375
13976,1.068090788,n2,2.14375
13977,1.068090788,n2,2.14375
13978,0.801068091,n2,2.14375
13979,0.934579439,n2,2.14375
13980,1.068090788,n2,2.14375
13981,1.068090788,n2,2.14375
13982,0.934579439,n2,2.14375
13983,0.934579439,n2,2.14375
13984,0.667556742,n2,2.14375
13985,1.068090788,n2,2.14375
13986,0.534045394,n2,2.14375
13987,0,n2,2.14375
13988,-1.201602137,n2,2.14375
13989,-1.869158879,n2,2.14375
13990,0,n2,2.14375
13991,0,n2,2.14375
13992,-0.133511349,n2,2.14375
13993,0,n2,2.14375
13994,-0.667556743,n2,2.14375
13995,-0.93457944,n2,2.14375
13996,0,n2,2.14375
13997,-0.667556743,n2,2.14375
13998,0,n2,2.14375
13999,-0.267022697,n2,2.14375
14000,0,n2,2.14375
14001,0,n2,2.14375
14002,-0.267022697,n2,2.14375
14003,0,n2,2.14375
14004,-0.133511349,n2,2.14375
14005,-0.133511349,n2,2.14375
14006,-0.267022697,n2,2.14375
14007,0,n2,2.14375
14008,0,n2,2.14375
14009,0,n2,2.14375
14010,-0.534045394,n2,2.14375
14011,-0.133511349,n2,2.14375
14012,-0.534045394,n2,2.14375
14013,0,n2,2.14375
14014,0,n2,2.14375
14015,0,n2,2.14375
14016,-0.133511349,n2,2.14375
14017,0,n2,2.14375
14018,0,n2,2.14375
14019,-0.133511349,n2,2.14375
14020,0,n2,2.14375
14021,0,n2,2.14375
14022,0,n2,2.14375
14023,-0.133511349,n2,2.14375
14024,0,n2,2.14375
14025,0,n2,2.14375
14026,-0.267022697,n2,2.14375
14027,-0.133511349,n2,2.14375
14028,0,n2,2.14375
14029,0,n2,2.14375
14030,-0.133511349,n2,2.14375
14031,-0.133511349,n2,2.14375
14032,-0.400534046,n2,2.14375
14033,0,n2,2.14375
14034,-0.534045394,n2,2.14375
14035,0.133511349,n2,2.14375
14036,-1.068090788,n2,2.14375
14037,-1.73564753,n2,2.14375
14038,0.133511349,n2,2.14375
14039,0.133511349,n2,2.14375
14040,0,n2,2.14375
14041,0.133511349,n2,2.14375
14042,-0.534045394,n2,2.14375
14043,-0.801068091,n2,2.14375
14044,0.133511349,n2,2.14375
14045,-0.534045394,n2,2.14375
14046,0.133511349,n2,2.14375
14047,-0.133511348,n2,2.14375
14048,0.133511349,n2,2.14375
14049,0.133511349,n2,2.14375
14050,-0.133511348,n2,2.14375
14051,0.133511349,n2,2.14375
14052,0,n2,2.14375
14053,0,n2,2.14375
14054,-0.133511348,n2,2.14375
14055,0.133511349,n2,2.14375
14056,0.133511349,n2,2.14375
14057,0.133511349,n2,2.14375
14058,-0.400534045,n2,2.14375
14059,0,n2,2.14375
14060,-0.400534045,n2,2.14375
14061,0.133511349,n2,2.14375
14062,0.133511349,n2,2.14375
14063,0.133511349,n2,2.14375
14064,0,n2,2.14375
14065,0.133511349,n2,2.14375
14066,0.133511349,n2,2.14375
14067,0,n2,2.14375
14068,0.133511349,n2,2.14375
14069,0.133511349,n2,2.14375
14070,0.133511349,n2,2.14375
14071,0,n2,2.14375
14072,0.133511349,n2,2.14375
14073,0.133511349,n2,2.14375
14074,-0.133511348,n2,2.14375
14075,0,n2,2.14375
14076,0.133511349,n2,2.14375
14077,0.133511349,n2,2.14375
14078,0,n2,2.14375
14079,0,n2,2.14375
14080,-0.267022697,n2,2.14375
14081,0.133511349,n2,2.14375
14082,-0.400534045,n2,2.14375
14083,1.068090788,n2,2.14375
14084,-0.133511349,n2,2.14375
14085,-0.801068091,n2,2.14375
14086,1.068090788,n2,2.14375
14087,1.068090788,n2,2.14375
14088,0.934579439,n2,2.14375
14089,1.068090788,n2,2.14375
14090,0.400534045,n2,2.14375
14091,0.133511348,n2,2.14375
14092,1.068090788,n2,2.14375
14093,0.400534045,n2,2.14375
14094,1.068090788,n2,2.14375
14095,0.801068091,n2,2.14375
14096,1.068090788,n2,2.14375
14097,1.068090788,n2,2.14375
14098,0.801068091,n2,2.14375
14099,1.068090788,n2,2.14375
14100,0.934579439,n2,2.14375
14101,0.934579439,n2,2.14375
14102,0.801068091,n2,2.14375
14103,1.068090788,n2,2.14375
14104,1.068090788,n2,2.14375
14105,1.068090788,n2,2.14375
14106,0.534045394,n2,2.14375
14107,0.934579439,n2,2.14375
14108,0.534045394,n2,2.14375
14109,1.068090788,n2,2.14375
14110,1.068090788,n2,2.14375
14111,1.068090788,n2,2.14375
14112,0.934579439,n2,2.14375
14113,1.068090788,n2,2.14375
14114,1.068090788,n2,2.14375
14115,0.934579439,n2,2.14375
14116,1.068090788,n2,2.14375
14117,1.068090788,n2,2.14375
14118,1.068090788,n2,2.14375
14119,0.934579439,n2,2.14375
14120,1.068090788,n2,2.14375
14121,1.068090788,n2,2.14375
14122,0.801068091,n2,2.14375
14123,0.934579439,n2,2.14375
14124,1.068090788,n2,2.14375
14125,1.068090788,n2,2.14375
14126,0.934579439,n2,2.14375
14127,0.934579439,n2,2.14375
14128,0.667556742,n2,2.14375
14129,1.068090788,n2,2.14375
14130,0.534045394,n2,2.14375
14131,0.93457944,n2,2.14375
14132,-0.267022697,n2,2.14375
14133,-0.934579439,n2,2.14375
14134,0.93457944,n2,2.14375
14135,0.93457944,n2,2.14375
14136,0.801068091,n2,2.14375
14137,0.93457944,n2,2.14375
14138,0.267022697,n2,2.14375
14139,0,n2,2.14375
14140,0.93457944,n2,2.14375
14141,0.267022697,n2,2.14375
14142,0.93457944,n2,2.14375
14143,0.667556743,n2,2.14375
14144,0.93457944,n2,2.14375
14145,0.93457944,n2,2.14375
14146,0.667556743,n2,2.14375
14147,0.93457944,n2,2.14375
14148,0.801068091,n2,2.14375
14149,0.801068091,n2,2.14375
14150,0.667556743,n2,2.14375
14151,0.93457944,n2,2.14375
14152,0.93457944,n2,2.14375
14153,0.93457944,n2,2.14375
14154,0.400534046,n2,2.14375
14155,0.801068091,n2,2.14375
14156,0.400534046,n2,2.14375
14157,0.93457944,n2,2.14375
14158,0.93457944,n2,2.14375
14159,0.93457944,n2,2.14375
14160,0.801068091,n2,2.14375
14161,0.93457944,n2,2.14375
14162,0.93457944,n2,2.14375
14163,0.801068091,n2,2.14375
14164,0.93457944,n2,2.14375
14165,0.93457944,n2,2.14375
14166,0.93457944,n2,2.14375
14167,0.801068091,n2,2.14375
14168,0.93457944,n2,2.14375
14169,0.93457944,n2,2.14375
14170,0.667556743,n2,2.14375
14171,0.801068091,n2,2.14375
14172,0.93457944,n2,2.14375
14173,0.93457944,n2,2.14375
14174,0.801068091,n2,2.14375
14175,0.801068091,n2,2.14375
14176,0.534045394,n2,2.14375
14177,0.93457944,n2,2.14375
14178,0.400534046,n2,2.14375
14179,0.267022697,n2,2.14375
14180,-0.93457944,n2,2.14375
14181,-1.602136182,n2,2.14375
14182,0.267022697,n2,2.14375
14183,0.267022697,n2,2.14375
14184,0.133511348,n2,2.14375
14185,0.267022697,n2,2.14375
14186,-0.400534046,n2,2.14375
14187,-0.667556743,n2,2.14375
14188,0.267022697,n2,2.14375
14189,-0.400534046,n2,2.14375
14190,0.267022697,n2,2.14375
14191,0,n2,2.14375
14192,0.267022697,n2,2.14375
14193,0.267022697,n2,2.14375
14194,0,n2,2.14375
14195,0.267022697,n2,2.14375
14196,0.133511348,n2,2.14375
14197,0.133511348,n2,2.14375
14198,0,n2,2.14375
14199,0.267022697,n2,2.14375
14200,0.267022697,n2,2.14375
14201,0.267022697,n2,2.14375
14202,-0.267022697,n2,2.14375
14203,0.133511348,n2,2.14375
14204,-0.267022697,n2,2.14375
14205,0.267022697,n2,2.14375
14206,0.267022697,n2,2.14375
14207,0.267022697,n2,2.14375
14208,0.133511348,n2,2.14375
14209,0.267022697,n2,2.14375
14210,0.267022697,n2,2.14375
14211,0.133511348,n2,2.14375
14212,0.267022697,n2,2.14375
14213,0.267022697,n2,2.14375
14214,0.267022697,n2,2.14375
14215,0.133511348,n2,2.14375
14216,0.267022697,n2,2.14375
14217,0.267022697,n2,2.14375
14218,0,n2,2.14375
14219,0.133511348,n2,2.14375
14220,0.267022697,n2,2.14375
14221,0.267022697,n2,2.14375
14222,0.133511348,n2,2.14375
14223,0.133511348,n2,2.14375
14224,-0.133511349,n2,2.14375
14225,0.267022697,n2,2.14375
14226,-0.267022697,n2,2.14375
14227,0,n2,2.14375
14228,-1.201602137,n2,2.14375
14229,-1.869158879,n2,2.14375
14230,0,n2,2.14375
14231,0,n2,2.14375
14232,-0.133511349,n2,2.14375
14233,0,n2,2.14375
14234,-0.667556743,n2,2.14375
14235,-0.93457944,n2,2.14375
14236,0,n2,2.14375
14237,-0.667556743,n2,2.14375
14238,0,n2,2.14375
14239,-0.267022697,n2,2.14375
14240,0,n2,2.14375
14241,0,n2,2.14375
14242,-0.267022697,n2,2.14375
14243,0,n2,2.14375
14244,-0.133511349,n2,2.14375
14245,-0.133511349,n2,2.14375
14246,-0.267022697,n2,2.14375
14247,0,n2,2.14375
14248,0,n2,2.14375
14249,0,n2,2.14375
14250,-0.534045394,n2,2.14375
14251,-0.133511349,n2,2.14375
14252,-0.534045394,n2,2.14375
14253,0,n2,2.14375
14254,0,n2,2.14375
14255,0,n2,2.14375
14256,-0.133511349,n2,2.14375
14257,0,n2,2.14375
14258,0,n2,2.14375
14259,-0.133511349,n2,2.14375
14260,0,n2,2.14375
14261,0,n2,2.14375
14262,0,n2,2.14375
14263,-0.133511349,n2,2.14375
14264,0,n2,2.14375
14265,0,n2,2.14375
14266,-0.267022697,n2,2.14375
14267,-0.133511349,n2,2.14375
14268,0,n2,2.14375
14269,0,n2,2.14375
14270,-0.133511349,n2,2.14375
14271,-0.133511349,n2,2.14375
14272,-0.400534046,n2,2.14375
14273,0,n2,2.14375
14274,-0.534045394,n2,2.14375
14275,1.468624834,n2,2.14375
14276,0.267022697,n2,2.14375
14277,-0.400534045,n2,2.14375
14278,1.468624834,n2,2.14375
14279,1.468624834,n2,2.14375
14280,1.335113485,n2,2.14375
14281,1.468624834,n2,2.14375
14282,0.801068091,n2,2.14375
14283,0.534045394,n2,2.14375
14284,1.468624834,n2,2.14375
14285,0.801068091,n2,2.14375
14286,1.468624834,n2,2.14375
14287,1.201602137,n2,2.14375
14288,1.468624834,n2,2.14375
14289,1.468624834,n2,2.14375
14290,1.201602137,n2,2.14375
14291,1.468624834,n2,2.14375
14292,1.335113485,n2,2.14375
14293,1.335113485,n2,2.14375
14294,1.201602137,n2,2.14375
14295,1.468624834,n2,2.14375
14296,1.468624834,n2,2.14375
14297,1.468624834,n2,2.14375
14298,0.93457944,n2,2.14375
14299,1.335113485,n2,2.14375
14300,0.93457944,n2,2.14375
14301,1.468624834,n2,2.14375
14302,1.468624834,n2,2.14375
14303,1.468624834,n2,2.14375
14304,1.335113485,n2,2.14375
14305,1.468624834,n2,2.14375
14306,1.468624834,n2,2.14375
14307,1.335113485,n2,2.14375
14308,1.468624834,n2,2.14375
14309,1.468624834,n2,2.14375
14310,1.468624834,n2,2.14375
14311,1.335113485,n2,2.14375
14312,1.468624834,n2,2.14375
14313,1.468624834,n2,2.14375
14314,1.201602137,n2,2.14375
14315,1.335113485,n2,2.14375
14316,1.468624834,n2,2.14375
14317,1.468624834,n2,2.14375
14318,1.335113485,n2,2.14375
14319,1.335113485,n2,2.14375
14320,1.068090788,n2,2.14375
14321,1.468624834,n2,2.14375
14322,0.93457944,n2,2.14375
14323,3.070761015,n2,2.14375
14324,1.869158878,n2,2.14375
14325,1.201602136,n2,2.14375
14326,3.070761015,n2,2.14375
14327,3.070761015,n2,2.14375
14328,2.937249666,n2,2.14375
14329,3.070761015,n2,2.14375
14330,2.403204272,n2,2.14375
14331,2.136181575,n2,2.14375
14332,3.070761015,n2,2.14375
14333,2.403204272,n2,2.14375
14334,3.070761015,n2,2.14375
14335,2.803738318,n2,2.14375
14336,3.070761015,n2,2.14375
14337,3.070761015,n2,2.14375
14338,2.803738318,n2,2.14375
14339,3.070761015,n2,2.14375
14340,2.937249666,n2,2.14375
14341,2.937249666,n2,2.14375
14342,2.803738318,n2,2.14375
14343,3.070761015,n2,2.14375
14344,3.070761015,n2,2.14375
14345,3.070761015,n2,2.14375
14346,2.536715621,n2,2.14375
14347,2.937249666,n2,2.14375
14348,2.536715621,n2,2.14375
14349,3.070761015,n2,2.14375
14350,3.070761015,n2,2.14375
14351,3.070761015,n2,2.14375
14352,2.937249666,n2,2.14375
14353,3.070761015,n2,2.14375
14354,3.070761015,n2,2.14375
14355,2.937249666,n2,2.14375
14356,3.070761015,n2,2.14375
14357,3.070761015,n2,2.14375
14358,3.070761015,n2,2.14375
14359,2.937249666,n2,2.14375
14360,3.070761015,n2,2.14375
14361,3.070761015,n2,2.14375
14362,2.803738318,n2,2.14375
14363,2.937249666,n2,2.14375
14364,3.070761015,n2,2.14375
14365,3.070761015,n2,2.14375
14366,2.937249666,n2,2.14375
14367,2.937249666,n2,2.14375
14368,2.670226969,n2,2.14375
14369,3.070761015,n2,2.14375
14370,2.536715621,n2,2.14375
14371,1.468624834,n2,2.14375
14372,0.267022697,n2,2.14375
14373,-0.400534045,n2,2.14375
14374,1.468624834,n2,2.14375
14375,1.468624834,n2,2.14375
14376,1.335113485,n2,2.14375
14377,1.468624834,n2,2.14375
14378,0.801068091,n2,2.14375
14379,0.534045394,n2,2.14375
14380,1.468624834,n2,2.14375
14381,0.801068091,n2,2.14375
14382,1.468624834,n2,2.14375
14383,1.201602137,n2,2.14375
14384,1.468624834,n2,2.14375
14385,1.468624834,n2,2.14375
14386,1.201602137,n2,2.14375
14387,1.468624834,n2,2.14375
14388,1.335113485,n2,2.14375
14389,1.335113485,n2,2.14375
14390,1.201602137,n2,2.14375
14391,1.468624834,n2,2.14375
14392,1.468624834,n2,2.14375
14393,1.468624834,n2,2.14375
14394,0.93457944,n2,2.14375
14395,1.335113485,n2,2.14375
14396,0.93457944,n2,2.14375
14397,1.468624834,n2,2.14375
14398,1.468624834,n2,2.14375
14399,1.468624834,n2,2.14375
14400,1.335113485,n2,2.14375
14401,1.468624834,n2,2.14375
14402,1.468624834,n2,2.14375
14403,1.335113485,n2,2.14375
14404,1.468624834,n2,2.14375
14405,1.468624834,n2,2.14375
14406,1.468624834,n2,2.14375
14407,1.335113485,n2,2.14375
14408,1.468624834,n2,2.14375
14409,1.468624834,n2,2.14375
14410,1.201602137,n2,2.14375
14411,1.335113485,n2,2.14375
14412,1.468624834,n2,2.14375
14413,1.468624834,n2,2.14375
14414,1.335113485,n2,2.14375
14415,1.335113485,n2,2.14375
14416,1.068090788,n2,2.14375
14417,1.468624834,n2,2.14375
14418,0.93457944,n2,2.14375
14419,0.801068091,n2,2.14375
14420,-0.400534046,n2,2.14375
14421,-1.068090788,n2,2.14375
14422,0.801068091,n2,2.14375
14423,0.801068091,n2,2.14375
14424,0.667556742,n2,2.14375
14425,0.801068091,n2,2.14375
14426,0.133511348,n2,2.14375
14427,-0.133511349,n2,2.14375
14428,0.801068091,n2,2.14375
14429,0.133511348,n2,2.14375
14430,0.801068091,n2,2.14375
14431,0.534045394,n2,2.14375
14432,0.801068091,n2,2.14375
14433,0.801068091,n2,2.14375
14434,0.534045394,n2,2.14375
14435,0.801068091,n2,2.14375
14436,0.667556742,n2,2.14375
14437,0.667556742,n2,2.14375
14438,0.534045394,n2,2.14375
14439,0.801068091,n2,2.14375
14440,0.801068091,n2,2.14375
14441,0.801068091,n2,2.14375
14442,0.267022697,n2,2.14375
14443,0.667556742,n2,2.14375
14444,0.267022697,n2,2.14375
14445,0.801068091,n2,2.14375
14446,0.801068091,n2,2.14375
14447,0.801068091,n2,2.14375
14448,0.667556742,n2,2.14375
14449,0.801068091,n2,2.14375
14450,0.801068091,n2,2.14375
14451,0.667556742,n2,2.14375
14452,0.801068091,n2,2.14375
14453,0.801068091,n2,2.14375
14454,0.801068091,n2,2.14375
14455,0.667556742,n2,2.14375
14456,0.801068091,n2,2.14375
14457,0.801068091,n2,2.14375
14458,0.534045394,n2,2.14375
14459,0.667556742,n2,2.14375
14460,0.801068091,n2,2.14375
14461,0.801068091,n2,2.14375
14462,0.667556742,n2,2.14375
14463,0.667556742,n2,2.14375
14464,0.400534045,n2,2.14375
14465,0.801068091,n2,2.14375
14466,0.267022697,n2,2.14375
14467,0.133511349,n2,2.14375
14468,-1.068090788,n2,2.14375
14469,-1.73564753,n2,2.14375
14470,0.133511349,n2,2.14375
14471,0.133511349,n2,2.14375
14472,0,n2,2.14375
14473,0.133511349,n2,2.14375
14474,-0.534045394,n2,2.14375
14475,-0.801068091,n2,2.14375
14476,0.133511349,n2,2.14375
14477,-0.534045394,n2,2.14375
14478,0.133511349,n2,2.14375
14479,-0.133511348,n2,2.14375
14480,0.133511349,n2,2.14375
14481,0.133511349,n2,2.14375
14482,-0.133511348,n2,2.14375
14483,0.133511349,n2,2.14375
14484,0,n2,2.14375
14485,0,n2,2.14375
14486,-0.133511348,n2,2.14375
14487,0.133511349,n2,2.14375
14488,0.133511349,n2,2.14375
14489,0.133511349,n2,2.14375
14490,-0.400534045,n2,2.14375
14491,0,n2,2.14375
14492,-0.400534045,n2,2.14375
14493,0.133511349,n2,2.14375
14494,0.133511349,n2,2.14375
14495,0.133511349,n2,2.14375
14496,0,n2,2.14375
14497,0.133511349,n2,2.14375
14498,0.133511349,n2,2.14375
14499,0,n2,2.14375
14500,0.133511349,n2,2.14375
14501,0.133511349,n2,2.14375
14502,0.133511349,n2,2.14375
14503,0,n2,2.14375
14504,0.133511349,n2,2.14375
14505,0.133511349,n2,2.14375
14506,-0.133511348,n2,2.14375
14507,0,n2,2.14375
14508,0.133511349,n2,2.14375
14509,0.133511349,n2,2.14375
14510,0,n2,2.14375
14511,0,n2,2.14375
14512,-0.267022697,n2,2.14375
14513,0.133511349,n2,2.14375
14514,-0.400534045,n2,2.14375
14515,2.803738318,n2,2.14375
14516,1.602136181,n2,2.14375
14517,0.934579439,n2,2.14375
14518,2.803738318,n2,2.14375
14519,2.803738318,n2,2.14375
14520,2.670226969,n2,2.14375
14521,2.803738318,n2,2.14375
14522,2.136181575,n2,2.14375
14523,1.869158878,n2,2.14375
14524,2.803738318,n2,2.14375
14525,2.136181575,n2,2.14375
14526,2.803738318,n2,2.14375
14527,2.536715621,n2,2.14375
14528,2.803738318,n2,2.14375
14529,2.803738318,n2,2.14375
14530,2.536715621,n2,2.14375
14531,2.803738318,n2,2.14375
14532,2.670226969,n2,2.14375
14533,2.670226969,n2,2.14375
14534,2.536715621,n2,2.14375
14535,2.803738318,n2,2.14375
14536,2.803738318,n2,2.14375
14537,2.803738318,n2,2.14375
14538,2.269692924,n2,2.14375
14539,2.670226969,n2,2.14375
14540,2.269692924,n2,2.14375
14541,2.803738318,n2,2.14375
14542,2.803738318,n2,2.14375
14543,2.803738318,n2,2.14375
14544,2.670226969,n2,2.14375
14545,2.803738318,n2,2.14375
14546,2.803738318,n2,2.14375
14547,2.670226969,n2,2.14375
14548,2.803738318,n2,2.14375
14549,2.803738318,n2,2.14375
14550,2.803738318,n2,2.14375
14551,2.670226969,n2,2.14375
14552,2.803738318,n2,2.14375
14553,2.803738318,n2,2.14375
14554,2.536715621,n2,2.14375
14555,2.670226969,n2,2.14375
14556,2.803738318,n2,2.14375
14557,2.803738318,n2,2.14375
14558,2.670226969,n2,2.14375
14559,2.670226969,n2,2.14375
14560,2.403204272,n2,2.14375
14561,2.803738318,n2,2.14375
14562,2.269692924,n2,2.14375
14563,3.204272364,n2,2.14375
14564,2.002670227,n2,2.14375
14565,1.335113485,n2,2.14375
14566,3.204272364,n2,2.14375
14567,3.204272364,n2,2.14375
14568,3.070761015,n2,2.14375
14569,3.204272364,n2,2.14375
14570,2.536715621,n2,2.14375
14571,2.269692924,n2,2.14375
14572,3.204272364,n2,2.14375
14573,2.536715621,n2,2.14375
14574,3.204272364,n2,2.14375
14575,2.937249667,n2,2.14375
14576,3.204272364,n2,2.14375
14577,3.204272364,n2,2.14375
14578,2.937249667,n2,2.14375
14579,3.204272364,n2,2.14375
14580,3.070761015,n2,2.14375
14581,3.070761015,n2,2.14375
14582,2.937249667,n2,2.14375
14583,3.204272364,n2,2.14375
14584,3.204272364,n2,2.14375
14585,3.204272364,n2,2.14375
14586,2.67022697,n2,2.14375
14587,3.070761015,n2,2.14375
14588,2.67022697,n2,2.14375
14589,3.204272364,n2,2.14375
14590,3.204272364,n2,2.14375
14591,3.204272364,n2,2.14375
